#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2024 12 03 05 16  1.1  0.7 11.1  0.8  9.1 NNW NNW    AVERAGE  8.3 331
2024 12 03 04 46  1.3  1.0 11.1  0.8  9.1  NW   N      SWELL  8.7 317
2024 12 03 04 16  1.3  1.0 11.1  0.9  9.9  NW NNW      SWELL  8.6 321
2024 12 03 03 46  1.1  0.7 11.8  0.9  9.1  NW NNW    AVERAGE  7.7 321
2024 12 03 03 16  1.2  0.7 11.1  1.0  9.9  NW NNW    AVERAGE  7.6 318
2024 12 03 02 46  1.3  0.9 11.8  0.9  9.1 NNW NNW      SWELL  7.9 331
2024 12 03 02 16  1.1  0.8 11.8  0.9  9.9 NNW  NW    AVERAGE  7.4 335
2024 12 03 01 46  1.2  0.8 10.5  1.0  9.9  NW  NW    AVERAGE  7.5 318
2024 12 03 01 16  1.2  0.8 11.8  0.9  9.9  NW NNW    AVERAGE  7.5 321
2024 12 03 00 46  1.3  0.9 11.8  1.0  9.9  NW NNW    AVERAGE  7.9 321
2024 12 03 00 16  1.3  0.8 10.5  1.0  9.9 NNW NNW    AVERAGE  7.8 338
2024 12 02 23 46  1.2  0.8 10.5  1.0  9.9 NNW NNW    AVERAGE  7.7 332
2024 12 02 23 16  1.1  0.7 10.5  0.9  9.9 NNW NNW    AVERAGE  7.7 330
2024 12 02 22 46  1.2  0.8 11.8  0.9  9.1 NNW   N    AVERAGE  8.3 328
2024 12 02 22 16  1.2  0.8 10.5  0.8  9.1 NNW   N      SWELL  8.7 334
2024 12 02 21 46  1.2  0.7 11.1  1.0  9.9 NNW NNW    AVERAGE  8.6 344
2024 12 02 21 16  1.2  0.8 10.5  1.0  9.9 NNW NNW    AVERAGE  8.8 344
2024 12 02 20 46  1.3  0.8 10.5  1.0  9.9 NNW   N    AVERAGE  9.0 332
2024 12 02 20 16  1.3  0.9 11.8  1.0  9.9 NNW NNW    AVERAGE  9.1 332
2024 12 02 19 46  1.4  0.8 11.8  1.1  9.9  NW   N    AVERAGE  9.0 352
2024 12 02 19 16  1.4  1.1 11.1  1.0  9.9 NNW NNW      SWELL  9.4 328
2024 12 02 18 46  1.4  1.0 12.5  1.0  9.1 NNW NNW      SWELL  8.9 328
2024 12 02 18 16  1.4  1.0 11.1  0.9  9.1 NNW   N      SWELL  8.9 331
2024 12 02 17 46  1.5  1.2 11.8  1.0  9.9  NW NNW      SWELL  9.1 325
2024 12 02 17 16  1.4  1.0 12.5  1.1  9.1  NW NNW    AVERAGE  8.8 324
2024 12 02 16 46  1.8  1.4 11.1  1.1  9.9  NW NNW      SWELL  9.7 321
2024 12 02 16 16  1.6  1.1 11.1  1.1  9.9 NNW NNW      SWELL  9.4 328
2024 12 02 15 46  1.5  1.1 12.5  1.1  9.9  NW  NW      SWELL  9.4 314
2024 12 02 15 16  1.6  1.3 11.1  1.0  9.9  NW NNW      SWELL  9.6 316
2024 12 02 14 46  1.8  1.4 11.8  1.1  9.9  NW  NW      SWELL  9.9 325
2024 12 02 14 16  1.8  1.3 12.5  1.2  9.9  NW NNW      SWELL  9.7 317
2024 12 02 13 46  1.6  1.2 13.3  1.0  9.9 NNW NNW      SWELL  9.8 332
2024 12 02 13 16  1.8  1.4 11.8  1.1  9.1  NW   N      SWELL  9.9 320
2024 12 02 12 46  2.0  1.6 12.5  1.3  9.9  NW NNW      SWELL 10.0 324
2024 12 02 12 16  1.9  1.5 11.1  1.1  9.9  NW   N      SWELL  9.9 324
2024 12 02 11 46  2.1  1.7 12.5  1.3  9.9  NW   N      SWELL 10.1 323
2024 12 02 11 16  1.7  1.3 11.8  1.2  9.9 NNW   N      SWELL  9.6 327
2024 12 02 10 46  1.9  1.6 12.5  1.3  9.9  NW NNE      SWELL 10.1 324
2024 12 02 10 16  1.7  1.4 11.8  1.0  9.9  NW   N      SWELL 10.1 314
2024 12 02 09 46  1.9  1.5 13.3  1.2  9.9  NW   N      SWELL 10.1 323
2024 12 02 09 16  1.8  1.4 12.5  1.2  9.9  NW NNW      SWELL 10.2 320
2024 12 02 08 46  2.0  1.7 13.3  1.2  9.9 NNW NNW      SWELL 10.5 330
2024 12 02 08 16  2.0  1.7 13.3  1.1  9.1 NNW   N      SWELL 10.3 332
2024 12 02 07 46  2.1  1.8 13.3  1.2  9.1 NNW NNW      SWELL 10.4 331
2024 12 02 07 16  2.0  1.8 11.8  1.0  9.9  NW   N      SWELL 10.6 325
2024 12 02 06 46  2.3  2.1 13.3  1.1  9.9  NW NNE      SWELL 10.9 323
2024 12 02 06 16  2.4  2.1 13.3  1.3  9.9 NNW NNW      SWELL 10.9 328
2024 12 02 05 46  2.5  2.2 13.3  1.2  9.9 NNW   N      SWELL 10.9 327
2024 12 02 05 16  2.0  1.7 13.3  1.1  9.1  NW NNW      SWELL 10.5 321
2024 12 02 04 46  2.4  2.2 12.5  1.0  9.1  NW NNW      SWELL 11.0 317
2024 12 02 04 16  2.1  1.9 11.8  1.1  9.9 NNW NNW      SWELL 10.8 330
2024 12 02 03 46  2.2  1.9 11.8  1.2  9.9  NW NNW      SWELL 10.5 320
2024 12 02 03 16  2.1  1.8 12.5  1.0  9.9  NW NNW      SWELL 10.7 318
2024 12 02 02 46  2.1  1.8 13.3  1.2  9.9  NW NNW      SWELL 10.6 320
2024 12 02 02 16  2.4  2.1 13.3  1.2  9.9  NW   N      SWELL 11.0 323
2024 12 02 01 46  2.1  1.7 13.3  1.2  9.9  NW NNW      SWELL 10.5 316
2024 12 02 01 16  2.4  2.0 13.3  1.2  9.1  NW NNW      SWELL 10.7 320
2024 12 02 00 46  2.2  2.0 12.5  1.0  9.9  NW  NW      SWELL 10.9 317
2024 12 02 00 16  2.1  1.9 12.5  1.1  9.1  NW NNW      SWELL 10.6 320
2024 12 01 23 46  2.3  2.0 13.3  1.1  9.1  NW   N      SWELL 10.8 323
2024 12 01 23 16  2.2  1.9 13.3  1.1  9.9  NW   N      SWELL 10.8 317
2024 12 01 22 46  2.1  1.8 13.3  1.2  9.9  NW NNW      SWELL 10.5 323
2024 12 01 22 16  2.0  1.8 13.3  1.1  9.9  NW NNW      SWELL 10.5 324
2024 12 01 21 46  2.3  2.1 13.3  1.1  9.9 NNW   N      SWELL 11.1 327
2024 12 01 21 16  2.3  2.0 13.3  1.1  9.9  NW   N      SWELL 11.1 323
2024 12 01 20 46  2.2  2.0 14.3  1.1  9.9 NNW NNW      SWELL 11.1 327
2024 12 01 20 16  2.3  2.0 14.3  1.2  9.9  NW   N      SWELL 11.0 323
2024 12 01 19 46  2.4  2.1 13.3  1.2  9.1 NNW   N      SWELL 11.0 328
2024 12 01 19 16  2.2  1.9 14.3  1.2  9.9  NW NNW      SWELL 10.8 325
2024 12 01 18 46  2.2  1.8 13.3  1.2  9.9  NW   N      SWELL 10.6 324
2024 12 01 18 16  2.1  1.8 13.3  1.3  9.9  NW   N      SWELL 10.3 325
2024 12 01 17 46  2.3  2.0 14.3  1.2  9.9  NW NNW      SWELL 10.7 325
2024 12 01 17 16  2.5  2.1 14.3  1.4  9.9  NW NNW      SWELL 10.8 323
2024 12 01 16 46  2.3  2.0 13.3  1.3  9.9  NW NNW      SWELL 10.5 323
2024 12 01 16 16  2.3  1.9 14.3  1.4  9.9  NW NNW      SWELL 10.3 320
2024 12 01 15 46  2.3  2.0 13.3  1.2  9.9  NW NNW      SWELL 10.6 313
2024 12 01 15 16  2.6  2.3 14.3  1.3  9.9  NW NNW      SWELL 10.9 323
2024 12 01 14 46  2.7  2.4 14.3  1.2  9.9  NW NNW      SWELL 11.2 320
2024 12 01 14 16  2.5  2.2 14.3  1.2  9.9  NW NNW      SWELL 11.0 318
2024 12 01 13 46  2.7  2.4 14.3  1.3  9.9  NW NNW      SWELL 11.2 317
2024 12 01 13 16  2.6  2.2 14.3  1.3  9.9  NW   N      SWELL 10.9 318
2024 12 01 12 46  2.6  2.3 14.3  1.2  9.1  NW   N      SWELL 11.0 317
2024 12 01 12 16  2.7  2.4 14.3  1.3  9.9  NW NNW      SWELL 10.9 314
2024 12 01 11 46  2.6  2.4 14.3  1.2  9.9  NW NNW      SWELL 11.2 317
2024 12 01 11 16  2.6  2.4 14.3  1.2  9.9  NW NNW      SWELL 11.2 324
2024 12 01 10 46  2.7  2.4 14.3  1.2  9.9  NW NNW      SWELL 11.2 323
2024 12 01 10 16  3.0  2.8 14.3  1.3  9.9  NW   N      SWELL 11.5 318
2024 12 01 09 46  2.6  2.3 14.3  1.1  9.9  NW   N      SWELL 11.1 324
2024 12 01 09 16  2.9  2.5 14.3  1.4  9.9  NW   N      SWELL 11.4 321
2024 12 01 08 46  2.4  2.0 14.3  1.3  9.9  NW   N      SWELL 10.8 320
2024 12 01 08 16  2.6  2.2 13.3  1.4  9.9  NW NNW      SWELL 10.8 324
2024 12 01 07 46  2.8  2.5 12.5  1.2  9.1 NNW NNW      SWELL 11.0 327
2024 12 01 07 16  3.1  2.8 14.3  1.4  9.9  NW   N      SWELL 11.4 325
2024 12 01 06 46  3.0  2.8 15.4  1.2  9.9 NNW NNE      SWELL 11.3 330
2024 12 01 06 16  2.9  2.6 14.3  1.4  9.9  NW   N      SWELL 11.0 318
2024 12 01 05 46  2.9  2.5 12.5  1.6  9.9  NW   N      SWELL 10.5 317
2024 12 01 05 16  3.2  2.9 14.3  1.4  9.9  NW NNW      SWELL 11.6 311
2024 12 01 04 46  2.7  2.4 14.3  1.2  9.9  NW NNW      SWELL 10.9 313
2024 12 01 04 16  2.8  2.5 13.3  1.4  9.9  NW NNW      SWELL 11.0 309
2024 12 01 03 46  2.8  2.4 15.4  1.4  9.9  NW NNW      SWELL 10.9 304
2024 12 01 03 16  2.7  2.5 15.4  1.2  9.9  NW NNW      SWELL 11.0 306
2024 12 01 02 46  2.5  2.2 15.4  1.2  9.9  NW NNW      SWELL 10.8 307
2024 12 01 02 16  2.9  2.6 13.3  1.2  9.9  NW   N      SWELL 11.3 317
2024 12 01 01 46  2.7  2.5 13.3  1.1  9.9  NW NNW      SWELL 11.0 311
2024 12 01 01 16  2.8  2.5 14.3  1.3  9.9  NW NNW      SWELL 10.9 317
2024 12 01 00 46  3.2  3.0 15.4  1.3  9.9  NW NNW      SWELL 11.8 314
2024 12 01 00 16  2.5  2.2 14.3  1.3  9.9  NW NNW      SWELL 11.4 314
2024 11 30 23 46  2.6  2.3 15.4  1.3  9.9  NW   N      SWELL 11.5 316
2024 11 30 23 16  2.7  2.4 14.3  1.2  9.1  NW   N      SWELL 11.5 310
2024 11 30 22 46  3.0  2.8 14.3  1.1  9.1  NW   N      SWELL 11.9 314
2024 11 30 22 16  3.0  2.8 15.4  1.3  9.9  NW NNW      SWELL 11.9 316
2024 11 30 21 46  2.9  2.6 15.4  1.2  9.9  NW   N      SWELL 11.8 321
2024 11 30 21 16  2.9  2.6 15.4  1.2  9.9  NW NNE      SWELL 11.7 318
2024 11 30 20 46  2.8  2.6 15.4  1.2  9.9  NW   N      SWELL 11.8 321
2024 11 30 20 16  3.0  2.7 15.4  1.2  9.1  NW   N      SWELL 12.2 325
2024 11 30 19 46  2.9  2.7 14.3  1.2  9.1 NNW NNE      SWELL 12.1 327
2024 11 30 19 16  2.8  2.6 16.7  1.1  9.9  NW   N      SWELL 12.0 320
2024 11 30 18 46  2.9  2.7 16.7  1.3  9.9  NW   N      SWELL 11.8 321
2024 11 30 18 16  2.7  2.5 15.4  1.1  9.1  NW   N      SWELL 11.7 320
2024 11 30 17 46  3.1  2.9 15.4  1.2  9.9  NW NNW      SWELL 12.4 321
2024 11 30 17 16  3.0  2.8 16.7  1.2  9.9  NW NNW      SWELL 12.1 317
2024 11 30 16 46  2.9  2.6 14.3  1.1  9.9  NW NNW      SWELL 11.8 317
2024 11 30 16 16  3.3  3.1 15.4  1.2  9.9  NW   N      SWELL 12.7 317
2024 11 30 15 46  3.2  3.0 16.7  1.3  9.9  NW   N      SWELL 12.7 311
2024 11 30 15 16  3.3  3.1 16.7  1.3  9.9  NW   N      SWELL 12.5 310
2024 11 30 14 46  3.0  2.8 15.4  1.3  9.9  NW NNW      SWELL 12.2 309
2024 11 30 14 16  3.2  3.0 16.7  1.4  9.9  NW NNW      SWELL 12.4 311
2024 11 30 13 46  3.2  2.9 14.3  1.3  9.9  NW   N      SWELL 12.5 320
2024 11 30 13 16  2.8  2.6 16.7  1.2  9.9  NW   N      SWELL 11.9 313
2024 11 30 12 46  3.2  3.0 16.7  1.3  9.9  NW   N      SWELL 12.5 311
2024 11 30 12 16  3.5  3.2 16.7  1.3  9.9  NW NNW      SWELL 12.9 313
2024 11 30 11 46  3.3  3.0 16.7  1.2  9.9  NW   N      SWELL 12.5 316
2024 11 30 11 16  3.2  2.9 16.7  1.2  9.9  NW   N      SWELL 12.7 320
2024 11 30 10 46  3.1  2.9 18.2  1.2  9.1  NW   N      SWELL 12.6 323
2024 11 30 10 16  3.3  3.0 16.7  1.3  9.9  NW NNE      SWELL 12.6 316
2024 11 30 09 46  3.5  3.3 16.7  1.4  9.9  NW   N      SWELL 12.8 324
2024 11 30 09 16  3.5  3.3 16.7  1.2  9.9  NW NNE      SWELL 13.3 317
2024 11 30 08 46  3.3  3.1 15.4  1.2  9.1  NW NNE      SWELL 12.6 320
2024 11 30 08 16  3.3  3.1 16.7  1.3  9.9  NW NNE      SWELL 12.7 317
2024 11 30 07 46  3.3  3.0 16.7  1.3  9.9  NW   N      SWELL 12.8 320
2024 11 30 07 16  2.9  2.7 15.4  1.2  9.9  NW NNE      SWELL 12.3 314
2024 11 30 06 46  2.8  2.5 18.2  1.2  9.9  NW NNE      SWELL 12.0 313
2024 11 30 06 16  3.6  3.4 16.7  1.2  9.9  NW   N      SWELL 13.0 313
2024 11 30 05 46  3.0  2.8 15.4  1.3  9.9  NW NNE      SWELL 12.2 310
2024 11 30 05 16  3.4  3.2 16.7  1.2  9.9  NW   N      SWELL 12.8 310
2024 11 30 04 46  2.9  2.6 15.4  1.3  9.1  NW NNE      SWELL 11.6 307
2024 11 30 04 16  3.0  2.8 15.4  1.3  9.9  NW   N      SWELL 11.9 304
2024 11 30 03 46  3.1  2.9 16.7  1.2  9.9  NW   N      SWELL 12.3 306
2024 11 30 03 16  3.2  3.0 16.7  1.2  9.9  NW   N      SWELL 12.2 311
2024 11 30 02 46  3.4  3.2 16.7  1.2  9.9  NW NNE      SWELL 12.8 306
2024 11 30 02 16  3.4  3.2 16.7  1.3  9.9  NW   N      SWELL 12.9 310
2024 11 30 01 46  3.3  3.0 18.2  1.4  9.9  NW NNE      SWELL 12.4 310
2024 11 30 01 16  3.9  3.7 16.7  1.3  9.9  NW NNW      SWELL 13.5 313
2024 11 30 00 46  3.7  3.5 18.2  1.3  9.9  NW NNE      SWELL 13.3 310
2024 11 30 00 16  3.2  3.0 15.4  1.2  9.9  NW NNE      SWELL 12.4 310
2024 11 29 23 46  3.3  3.1 16.7  1.2  9.9  NW NNE      SWELL 13.1 309
2024 11 29 23 16  2.8  2.6 16.7  1.2  9.9  NW NNE      SWELL 11.9 310
2024 11 29 22 46  2.7  2.4 18.2  1.3  9.9  NW NNE      SWELL 11.7 306
2024 11 29 22 16  3.2  2.9 15.4  1.3  9.9  NW   N      SWELL 12.6 306
2024 11 29 21 46  3.2  2.9 15.4  1.3  9.9  NW   N      SWELL 13.0 309
2024 11 29 21 16  2.9  2.7 18.2  1.2  9.9  NW NNE      SWELL 12.9 316
2024 11 29 20 46  2.5  2.1 16.7  1.4  9.9  NW NNE      SWELL 11.6 314
2024 11 29 20 16  3.1  2.8 18.2  1.3  9.9  NW NNE      SWELL 13.4 318
2024 11 29 19 46  2.6  2.3 20.0  1.3  9.9  NW NNE      SWELL 12.9 316
2024 11 29 19 16  2.4  2.0 16.7  1.2  9.9  NW NNE      SWELL 11.6 316
2024 11 29 18 46  2.2  1.8 16.7  1.3  9.9  NW NNE      SWELL 11.2 310
2024 11 29 18 16  1.9  1.5 16.7  1.1  9.9  NW NNE      SWELL 10.4 313
2024 11 29 17 46  1.9  1.6 16.7  1.1  9.9  NW NNE      SWELL 10.8 311
2024 11 29 17 16  1.9  1.5 16.7  1.2  9.9  NW NNE      SWELL 10.3 309
2024 11 29 16 46  1.8  1.3 16.7  1.2  9.1  NW NNE      SWELL  9.3 311
2024 11 29 16 16  1.7  1.2 16.7  1.2  9.9  NW   N      SWELL  9.3 310
2024 11 29 15 46  1.6  1.1 16.7  1.2  9.9  NW NNE    AVERAGE  8.7 313
2024 11 29 15 16  1.7  1.2 20.0  1.3  9.9  NW NNE    AVERAGE  8.9  29
2024 11 29 14 46  1.7  1.1 10.5  1.4  9.9   N NNE    AVERAGE  8.5  16
2024 11 29 14 16  1.7  1.0 10.5  1.4  9.9   N NNE    AVERAGE  8.3  20
2024 11 29 13 46  1.5  0.9 10.5  1.2  9.9   N NNE    AVERAGE  7.9   6
2024 11 29 13 16  1.5  0.8 10.5  1.4  9.9   N NNE    AVERAGE  7.6  19
2024 11 29 12 46  1.5  0.8 11.1  1.3  9.9   N NNE    AVERAGE  7.6 358
2024 11 29 12 16  1.4  0.7 10.5  1.2  9.1   N NNE    AVERAGE  7.2   8
2024 11 29 11 46  1.5  0.9 11.1  1.3  9.9   N NNE    AVERAGE  7.5 359
2024 11 29 11 16  1.4  0.8 11.1  1.2  9.9 NNW   N    AVERAGE  6.9 348
2024 11 29 10 46  1.5  0.9 10.5  1.2  9.9 NNE NNE    AVERAGE  7.1  15
2024 11 29 10 16  1.5  0.8 11.1  1.3  9.9   N   N    AVERAGE  7.3   5
2024 11 29 09 46  1.5  0.9 11.1  1.3  9.9   N   N    AVERAGE  7.1 359
2024 11 29 09 16  1.5  0.9 10.5  1.3  9.9 NNE NNE    AVERAGE  7.3  15
2024 11 29 08 46  1.5  0.9 11.1  1.3  9.9 NNE   N    AVERAGE  7.1  17
2024 11 29 08 16  1.5  0.9 11.1  1.3  9.1   N NNE    AVERAGE  7.4 354
2024 11 29 07 46  1.5  0.8 11.1  1.3  9.9   N NNE    AVERAGE  7.6  27
2024 11 29 07 16  1.4  0.8 11.1  1.2  9.1   N   N    AVERAGE  7.4   5
2024 11 29 06 46  1.6  1.0 10.5  1.3  9.9   N NNE    AVERAGE  7.5   1
2024 11 29 06 16  1.5  0.9 11.1  1.2  9.1 NNW NNE    AVERAGE  6.9 342
2024 11 29 05 46  1.6  0.9 11.1  1.4  9.9   N   N    AVERAGE  7.1   8
2024 11 29 05 16  1.6  0.8 10.5  1.4  9.9   N   N    AVERAGE  6.9   3
2024 11 29 04 46  1.7  0.9 10.5  1.4  9.1   N   N    AVERAGE  7.2 349
2024 11 29 04 16  1.7  1.1 11.1  1.3  9.9   N NNE    AVERAGE  7.4 359
2024 11 29 03 46  1.8  1.0 10.5  1.5  9.1   N   N    AVERAGE  7.2 352
2024 11 29 03 16  1.7  1.0 11.1  1.4  9.9 NNW   N    AVERAGE  7.0 347
2024 11 29 02 46  1.7  1.0 11.8  1.4  9.9   N NNW    AVERAGE  6.8 352
2024 11 29 02 16  1.7  1.0 10.5  1.4  9.9 NNW NNW    AVERAGE  7.0 330
2024 11 29 01 46  1.7  1.0 10.5  1.4  9.1   N   N    AVERAGE  7.1 349
2024 11 29 01 16  1.6  1.0 11.1  1.4  9.9 NNW   N    AVERAGE  7.1 332
2024 11 29 00 46  1.8  1.1 11.8  1.4  9.9 NNW NNW    AVERAGE  7.3 331
2024 11 29 00 16  1.6  1.0 11.1  1.4  9.9  NW   N    AVERAGE  7.0 321
2024 11 28 23 46  1.8  1.0 11.8  1.6  9.9  NW NNW    AVERAGE  7.0 345
2024 11 28 23 16  1.7  1.0 10.5  1.4  9.9 NNW   N    AVERAGE  6.7 334
2024 11 28 22 46  1.8  1.2 11.8  1.5  9.9 NNW   N    AVERAGE  7.3 331
2024 11 28 22 16  1.9  1.3 10.5  1.5  9.9 NNW   N    AVERAGE  7.5 339
2024 11 28 21 46  1.8  1.1 11.1  1.4  9.9   N   N    AVERAGE  7.3 352
2024 11 28 21 16  1.8  1.1 12.5  1.4  9.9  NW   N    AVERAGE  7.3 320
2024 11 28 20 46  2.0  1.3 11.8  1.5  9.9  NW   N    AVERAGE  7.8 323
2024 11 28 20 16  1.8  1.2 11.1  1.4  9.9 NNW   N    AVERAGE  7.6 341
2024 11 28 19 46  1.9  1.2 11.1  1.5  9.9 NNW   N    AVERAGE  7.6 342
2024 11 28 19 16  1.7  1.1 11.8  1.4  9.9   N   N    AVERAGE  7.4 352
2024 11 28 18 46  1.9  1.4 11.1  1.4  9.9 NNW   N      SWELL  7.9 339
2024 11 28 18 16  2.0  1.3 11.8  1.6  9.9 NNW NNE    AVERAGE  7.7 335
2024 11 28 17 46  1.8  1.2 10.5  1.4  9.1   N   N    AVERAGE  7.4   5
2024 11 28 17 16  2.0  1.4 12.5  1.5  9.9 NNW   N    AVERAGE  7.8 334
2024 11 28 16 46  2.1  1.4 10.5  1.6  9.9   N   N    AVERAGE  7.7  10
2024 11 28 16 16  2.1  1.4 11.1  1.6  9.9 NNW   N    AVERAGE  7.6 337
2024 11 28 15 46  2.1  1.5 11.1  1.5  9.9 NNW   N      SWELL  7.8 344
2024 11 28 15 16  2.1  1.5 11.8  1.5  9.9 NNW   N      SWELL  7.9 341
2024 11 28 14 46  2.1  1.5 11.8  1.6  9.9 NNW   N    AVERAGE  7.8 331
2024 11 28 14 16  2.0  1.3 11.8  1.5  9.9 NNW   N    AVERAGE  7.4 331
2024 11 28 13 46  2.0  1.3 11.8  1.5  9.9  NW   N    AVERAGE  7.3 325
2024 11 28 13 16  2.0  1.4 11.1  1.5  9.1 NNW NNE    AVERAGE  7.5 335
2024 11 28 12 46  1.9  1.3 11.8  1.5  9.9 NNW NNE    AVERAGE  7.4 331
2024 11 28 12 16  1.9  1.3 11.1  1.5  9.9   N NNE    AVERAGE  7.5 349
2024 11 28 11 46  2.1  1.5 11.1  1.6  9.1 NNW   N    AVERAGE  7.8 337
2024 11 28 11 16  2.0  1.3 12.5  1.5  9.9 NNW   N    AVERAGE  7.5 327
2024 11 28 10 46  1.8  1.0 11.1  1.5  9.9   N NNE    AVERAGE  7.0 355
2024 11 28 10 16  2.0  1.4 11.8  1.5  9.1 NNW NNE    AVERAGE  7.8 335
2024 11 28 09 46  1.9  1.1 11.8  1.5  9.9  NW   N    AVERAGE  7.1 325
2024 11 28 09 16  2.0  1.4 10.5  1.5  9.1   N   N    AVERAGE  7.4   8
2024 11 28 08 46  1.7  1.0 12.5  1.4  9.1 NNW   N    AVERAGE  6.8 337
2024 11 28 08 16  1.8  1.0 10.5  1.5  9.9 NNE   N    AVERAGE  6.9  15
2024 11 28 07 46  1.9  1.1 11.1  1.6  9.1 NNE NNE    AVERAGE  7.0  12
2024 11 28 07 16  2.0  1.3 10.5  1.6  9.1   N   N    AVERAGE  7.6 359
2024 11 28 06 46  1.9  1.1 10.5  1.6  9.9   N   N    AVERAGE  7.4   8
2024 11 28 06 16  1.9  1.1 11.1  1.6  9.9 NNW NNE    AVERAGE  7.2 348
2024 11 28 05 46  1.9  1.1 11.8  1.6  9.1   N   N    AVERAGE  7.2   1
2024 11 28 05 16  1.8  1.1 11.1  1.5  9.9   N   N    AVERAGE  7.0 352
2024 11 28 04 46  1.8  1.0 11.1  1.5  9.9 NNW   N    AVERAGE  7.2 344
2024 11 28 04 16  1.9  1.1 11.1  1.5  9.9   N   N    AVERAGE  7.2   6
2024 11 28 03 46  2.1  1.4 11.1  1.6  9.9 NNW   N    AVERAGE  7.8 332
2024 11 28 03 16  1.8  1.2 11.1  1.4  9.1 NNW   N    AVERAGE  7.3 330
2024 11 28 02 46  2.0  1.3 11.8  1.5  9.9 NNW   N    AVERAGE  7.7 331
2024 11 28 02 16  1.7  0.9 10.5  1.5  9.9   N   N    AVERAGE  7.0 354
2024 11 28 01 46  1.7  1.0 11.1  1.5  9.9  NW   N    AVERAGE  7.1 359
2024 11 28 01 16  1.9  1.2 10.5  1.4  9.9 NNW   N    AVERAGE  7.4 337
2024 11 28 00 46  1.8  1.1 12.5  1.4  9.9  NW   N    AVERAGE  7.3 354
2024 11 28 00 16  1.8  1.1 11.8  1.5  9.9  NW   N    AVERAGE  7.2   2
2024 11 27 23 46  1.7  1.0 11.1  1.3  9.9 NNW   N    AVERAGE  6.8 348
2024 11 27 23 16  1.7  1.1 11.8  1.3  9.9  NW NNE    AVERAGE  7.1 316
2024 11 27 22 46  1.6  1.0 11.8  1.3  9.9  NW   N    AVERAGE  6.8 316
2024 11 27 22 16  1.7  1.1 11.8  1.4  9.9  NW   N    AVERAGE  7.3 311
2024 11 27 21 46  1.6  1.0 11.8  1.4  9.9  NW   N    AVERAGE  7.3 316
2024 11 27 21 16  1.8  1.2 11.1  1.4  9.9 NNW   N    AVERAGE  7.6 330
2024 11 27 20 46  1.8  1.2 11.1  1.4  9.9  NW   N    AVERAGE  7.6 321
2024 11 27 20 16  1.8  1.3 12.5  1.3  9.9  NW NNE      SWELL  7.7 320
2024 11 27 19 46  1.7  1.1 11.8  1.4  9.9  NW   N    AVERAGE  7.4 318
2024 11 27 19 16  1.7  1.0 11.8  1.3  9.1 NNW   N    AVERAGE  7.1 327
2024 11 27 18 46  1.8  1.2 12.5  1.4  9.9  NW   N    AVERAGE  7.5 313
2024 11 27 18 16  1.7  1.1 12.5  1.4  9.9  NW   N    AVERAGE  7.3 313
2024 11 27 17 46  1.8  1.2 12.5  1.4  9.1  NW   N    AVERAGE  7.2 311
2024 11 27 17 16  1.8  1.1 12.5  1.4  9.1  NW   N    AVERAGE  7.2 314
2024 11 27 16 46  1.7  1.0 11.8  1.4  9.9  NW   N    AVERAGE  7.0 310
2024 11 27 16 16  1.7  0.9 12.5  1.4  9.1  NW   N    AVERAGE  7.0 318
2024 11 27 15 46  1.5  0.8 12.5  1.3  8.3  NW   N    AVERAGE  6.7 313
2024 11 27 15 16  1.5  0.8 11.8  1.3  9.9  NW   N    AVERAGE  6.6 320
2024 11 27 14 46  1.6  0.9 12.5  1.4  9.9  NW   N    AVERAGE  6.9 317
2024 11 27 14 16  1.6  1.0 12.5  1.3  9.1  NW   N    AVERAGE  7.0 313
2024 11 27 13 46  1.8  1.2 12.5  1.4  9.1  NW   N    AVERAGE  7.5 304
2024 11 27 13 16  1.8  1.1 11.8  1.4  9.9  NW   N    AVERAGE  7.5   5
2024 11 27 12 46  1.6  0.9 12.5  1.4  9.9  NW   N    AVERAGE  7.1  10
2024 11 27 12 16  1.6  1.0 12.5  1.3  9.9  NW   N    AVERAGE  7.2 309
2024 11 27 11 46  1.6  1.1 12.5  1.2  9.1  NW   N    AVERAGE  7.7 311
2024 11 27 11 16  1.6  1.1 12.5  1.2  9.9  NW   N    AVERAGE  8.1 310
2024 11 27 10 46  1.6  1.2 12.5  1.1  9.1  NW   N      SWELL  8.4 317
2024 11 27 10 16  1.4  0.9 10.5  1.1  9.1   N   N    AVERAGE  7.9   5
2024 11 27 09 46  1.5  1.1 13.3  1.1  9.9  NW NNE      SWELL  8.2 311
2024 11 27 09 16  1.6  1.1 13.3  1.2  9.9  NW   N    AVERAGE  8.7 309
2024 11 27 08 46  1.5  1.2 10.5  0.9  9.1   N NNE      SWELL  8.5   8
2024 11 27 08 16  1.4  1.0 13.3  1.0  9.9  NW   N      SWELL  8.0 307
2024 11 27 07 46  1.6  1.1 10.5  1.2  9.9   N NNE    AVERAGE  8.0  10
2024 11 27 07 16  1.5  1.0 10.5  1.2  9.9   N   N    AVERAGE  7.9   5
2024 11 27 06 46  1.6  1.1 13.3  1.2  9.9  NW   N    AVERAGE  8.3 314
