#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2024 11 27 05 46  1.4  0.9 10.5  1.2  9.9 NNE   N    AVERAGE  8.0   2
2024 11 27 05 16  1.4  1.0 10.5  1.1  9.9   N NNE    AVERAGE  8.3   3
2024 11 27 04 46  1.5  1.0 10.5  1.0  9.1   N   N      SWELL  8.3   9
2024 11 27 04 16  1.5  1.0 13.3  1.1  9.1  NW   N    AVERAGE  8.5 304
2024 11 27 03 46  1.4  1.0 14.3  1.1  9.9  NW   N    AVERAGE  8.7 309
2024 11 27 03 16  1.6  1.1 13.3  1.2  9.9 WNW   N    AVERAGE  8.9 303
2024 11 27 02 46  1.4  1.1 10.5  1.0  8.3   N NNW      SWELL  8.7   3
2024 11 27 02 16  1.5  1.0 11.1  1.2  9.1 NNW NNW    AVERAGE  8.7 348
2024 11 27 01 46  1.6  1.2 10.5  1.1  9.1   N NNW      SWELL  9.1 352
2024 11 27 01 16  1.7  1.4 14.3  1.1  9.9 WNW NNW      SWELL  9.5 294
2024 11 27 00 46  1.6  1.1 10.5  1.2  9.9 NNW   N    AVERAGE  9.0 341
2024 11 27 00 16  1.7  1.3 14.3  1.1  9.9 WNW NNW      SWELL  9.3 293
2024 11 26 23 46  1.6  1.2 14.3  1.2  9.9 WNW NNW      SWELL  9.2 302
2024 11 26 23 16  1.6  1.2 14.3  1.1  9.9  NW NNW      SWELL  9.3 304
2024 11 26 22 46  1.8  1.3 14.3  1.3  9.9 WNW   N      SWELL  9.3 299
2024 11 26 22 16  1.6  1.1 14.3  1.1  9.9 WNW NNW      SWELL  8.9 300
2024 11 26 21 46  1.6  1.2 11.1  1.1  9.9   N NNW      SWELL  9.0 356
2024 11 26 21 16  1.8  1.3 11.1  1.2  9.9   N   N      SWELL  9.1   1
2024 11 26 20 46  1.7  1.3 15.4  1.2  9.9  NW NNW      SWELL  9.4 307
2024 11 26 20 16  1.8  1.4 10.5  1.2  9.9   N NNW      SWELL  9.4 354
2024 11 26 19 46  1.8  1.4 11.1  1.2  9.1   N   N      SWELL  9.2   3
2024 11 26 19 16  1.8  1.3 11.1  1.2  9.9   N   N      SWELL  9.2 352
2024 11 26 18 46  1.9  1.4 15.4  1.2  9.9  NW   N      SWELL  9.3 314
2024 11 26 18 16  1.7  1.2 10.5  1.2  9.9   N   N      SWELL  8.9 358
2024 11 26 17 46  1.7  1.1 15.4  1.3  9.9  NW NNW    AVERAGE  8.7 310
2024 11 26 17 16  1.7  1.2 11.8  1.2  9.9   N   N      SWELL  8.8 358
2024 11 26 16 46  2.0  1.6 15.4  1.2  9.9  NW NNW      SWELL  9.6 310
2024 11 26 16 16  2.0  1.6 11.1  1.3  9.1   N   N      SWELL  9.4 351
2024 11 26 15 46  1.7  1.2 15.4  1.2  9.9  NW   N      SWELL  8.9 309
2024 11 26 15 16  2.0  1.6 15.4  1.3  9.1  NW NNW      SWELL  9.7 309
2024 11 26 14 46  1.9  1.5 11.8  1.2  9.9 NNW   N      SWELL  9.3 347
2024 11 26 14 16  1.9  1.4 11.8  1.3  9.9   N NNW      SWELL  9.2 352
2024 11 26 13 46  2.0  1.5 15.4  1.3  9.9  NW NNE      SWELL  9.2 311
2024 11 26 13 16  1.9  1.5 11.8  1.3  9.1   N   N      SWELL  9.2 358
2024 11 26 12 46  2.0  1.6 12.5  1.3  9.9   N NNW      SWELL  9.2 358
2024 11 26 12 16  1.9  1.4 11.8  1.3  9.9   N NNW      SWELL  9.1   8
2024 11 26 11 46  1.9  1.4 11.8  1.3  9.9   N  NW      SWELL  9.1   3
2024 11 26 11 16  2.1  1.7 12.5  1.3  9.9   N   N      SWELL  9.8 359
2024 11 26 10 46  1.9  1.6 12.5  1.2  9.9   N NNW      SWELL  9.5 352
2024 11 26 10 16  2.0  1.6 12.5  1.3  9.9   N   N      SWELL  9.5 349
2024 11 26 09 46  1.9  1.5 12.5  1.2  9.1   N NNW      SWELL  9.2 352
2024 11 26 09 16  2.0  1.6 12.5  1.2  9.9 NNE NNW      SWELL  9.5  12
2024 11 26 08 46  2.0  1.6 12.5  1.2  9.9   N NNW      SWELL  9.6   1
2024 11 26 08 16  1.9  1.5 12.5  1.2  9.9   N NNW      SWELL  9.3 349
2024 11 26 07 46  2.2  1.7 11.8  1.4  9.9 NNW NNW      SWELL  9.4 344
2024 11 26 07 16  1.9  1.5 16.7  1.2  9.9 WNW   N      SWELL  9.3 302
2024 11 26 06 46  2.0  1.7 16.7  1.3  9.9 WNW NNW      SWELL  9.5 303
2024 11 26 06 16  2.0  1.7 12.5  1.1  9.9   N NNW      SWELL  9.6   2
2024 11 26 05 46  1.9  1.5 10.5  1.4  9.9 NNW   N      SWELL  9.1 348
2024 11 26 05 16  1.9  1.5 12.5  1.3  9.9 NNE   N      SWELL  9.0  12
2024 11 26 04 46  2.2  1.9 12.5  1.1  9.1   N NNW      SWELL  9.9   5
2024 11 26 04 16  2.1  1.7 13.3  1.3  9.9   N NNW      SWELL  9.5   6
2024 11 26 03 46  1.9  1.5 12.5  1.2  9.9 NNW NNW      SWELL  9.3 347
2024 11 26 03 16  2.2  1.8 12.5  1.4  9.9   N NNW      SWELL  9.7 352
2024 11 26 02 46  2.1  1.7 11.8  1.3  9.9 NNW NNW      SWELL  9.5 347
2024 11 26 02 16  2.0  1.6 12.5  1.3  9.9   N NNW      SWELL  9.4 352
2024 11 26 01 46  2.5  2.2 12.5  1.2  9.9 NNW  NW      SWELL 10.4 337
2024 11 26 01 16  2.2  1.8 12.5  1.4  9.9 NNW  NW      SWELL  9.6 348
2024 11 26 00 46  2.2  1.8 12.5  1.3  9.1 NNW NNW      SWELL  9.8 339
2024 11 26 00 16  2.2  1.9 13.3  1.3  9.9   N  NW      SWELL 10.0 355
2024 11 25 23 46  2.1  1.7 12.5  1.3  9.9 NNW NNW      SWELL  9.8 330
2024 11 25 23 16  2.2  1.9 11.8  1.1  9.9 NNW NNW      SWELL  9.9 335
2024 11 25 22 46  2.3  2.0 12.5  1.2  9.9 NNW  NW      SWELL 10.2 328
2024 11 25 22 16  2.2  1.9 11.1  1.2  9.9 NNW NNW      SWELL 10.0 334
2024 11 25 21 46  2.2  1.9 13.3  1.1  9.9 NNW  NW      SWELL 10.2 341
2024 11 25 21 16  2.2  1.9 12.5  1.1  9.9 NNW  NW      SWELL 10.0 342
2024 11 25 20 46  2.0  1.8 13.3  1.0  9.9 NNW  NW      SWELL 10.0 345
2024 11 25 20 16  2.1  1.8 13.3  1.2  9.9 NNW NNW      SWELL  9.9 337
2024 11 25 19 46  2.1  1.8 11.1  1.3  9.9 NNW NNW      SWELL  9.7 334
2024 11 25 19 16  1.9  1.6 11.8  1.1  9.1 NNW NNW      SWELL  9.4 341
2024 11 25 18 46  2.2  1.9 12.5  1.1  9.1 NNW   N      SWELL 10.0 335
2024 11 25 18 16  1.9  1.5 11.8  1.3  9.9 NNW NNW      SWELL  9.2 332
2024 11 25 17 46  2.2  1.8 11.8  1.4  9.9 NNW NNW      SWELL  9.8 338
2024 11 25 17 16  2.2  1.8 11.8  1.2  9.9 NNW NNW      SWELL  9.7 344
2024 11 25 16 46  2.1  1.8 12.5  1.2  9.9 NNW NNW      SWELL  9.8 338
2024 11 25 16 16  2.2  1.9 13.3  1.2  9.9  NW NNW      SWELL 10.0 324
2024 11 25 15 46  2.2  1.8 12.5  1.3  9.9   N NNW      SWELL  9.6 352
2024 11 25 15 16  2.0  1.5 13.3  1.4  9.9 NNW NNW      SWELL  9.2 328
2024 11 25 14 46  2.2  1.8 11.1  1.2  9.9 NNW NNW      SWELL  9.8 339
2024 11 25 14 16  1.9  1.5 11.8  1.2  9.1 NNW NNW      SWELL  9.4 341
2024 11 25 13 46  2.3  1.9 12.5  1.4  9.9 NNW NNW      SWELL  9.9 347
2024 11 25 13 16  2.3  1.9 11.1  1.4  9.9 NNW NNW      SWELL  9.8 331
2024 11 25 12 46  2.1  1.8 11.8  1.2  9.9 NNW NNW      SWELL  9.8 334
2024 11 25 12 16  2.3  2.0 11.8  1.3  9.9  NW   N      SWELL  9.9 325
2024 11 25 11 46  2.1  1.8 12.5  1.2  9.9 NNW   N      SWELL 10.0 332
2024 11 25 11 16  2.2  1.8 11.1  1.4  9.9   N   N      SWELL 10.0 355
2024 11 25 10 46  2.1  1.9 13.3  1.1  9.9 NNW NNW      SWELL 10.1 330
2024 11 25 10 16  2.2  1.9 12.5  1.2  9.9 NNW   N      SWELL 10.4 328
2024 11 25 09 46  2.5  2.1 13.3  1.4  9.9 NNW NNW      SWELL 10.4 327
2024 11 25 09 16  2.3  2.0 12.5  1.1  9.9 NNW NNW      SWELL 10.6 344
2024 11 25 08 46  2.3  1.9 11.8  1.3  9.9   N NNW      SWELL 10.2 358
2024 11 25 08 16  2.2  1.9 11.8  1.1  9.9 NNW  NW      SWELL 10.2 335
2024 11 25 07 46  2.2  1.9 12.5  1.2  9.9 NNW NNW      SWELL 10.0 339
2024 11 25 07 16  2.3  2.0 12.5  1.1  9.9   N NNW      SWELL 10.2 354
2024 11 25 06 46  2.2  1.9 12.5  1.2  9.9   N   N      SWELL  9.6   1
2024 11 25 06 16  1.9  1.6 11.8  1.1  9.9 NNW   N      SWELL  9.6 348
2024 11 25 05 46  2.1  1.9 13.3  1.1  9.9  NW NNW      SWELL 10.4 321
2024 11 25 05 16  2.2  2.0 12.5  1.0  9.9   N NNW      SWELL 10.5 359
2024 11 25 04 46  2.5  2.2 13.3  1.1  9.9 NNW NNW      SWELL 10.8 337
2024 11 25 04 16  2.5  2.4 11.8  1.0  9.9   N NNW      SWELL 10.9 354
2024 11 25 03 46  2.2  1.9 12.5  1.0  9.9   N NNW      SWELL 11.1   2
2024 11 25 03 16  2.2  2.0 12.5  0.8  9.9 NNW   N      SWELL 11.4 347
2024 11 25 02 46  2.3  2.1 12.5  1.0  9.1   N NNW      SWELL 11.2 354
2024 11 25 02 16  2.3  2.1 12.5  0.9  9.9   N  NW      SWELL 11.4 354
2024 11 25 01 46  2.4  2.2 12.5  1.0  9.9   N NNW      SWELL 11.4 356
2024 11 25 01 16  2.0  1.8 13.3  0.8  9.1 NNW NNW      SWELL 11.2 337
2024 11 25 00 46  2.2  2.0 13.3  0.9  9.9 NNW   N      SWELL 11.2 341
2024 11 25 00 16  2.1  1.9 13.3  1.0  9.9 NNW NNW      SWELL 10.8 338
2024 11 24 23 46  2.1  2.0 12.5  0.8  9.9 NNW NNW      SWELL 11.4 337
2024 11 24 23 16  1.9  1.7 12.5  0.9  9.9 NNW NNW      SWELL 11.1 334
2024 11 24 22 46  2.2  2.1 14.3  0.9  9.9  NW NNW      SWELL 11.7 317
2024 11 24 22 16  2.1  1.9 12.5  0.9  9.9   N   N      SWELL 11.2 356
2024 11 24 21 46  1.9  1.8 13.3  0.8  9.9 NNW   N      SWELL 11.3 338
2024 11 24 21 16  2.1  1.9 12.5  0.8  9.9 NNW NNW      SWELL 11.7 337
2024 11 24 20 46  2.1  1.9 13.3  0.8  9.9 NNW   N      SWELL 11.8 330
2024 11 24 20 16  1.8  1.6 12.5  0.7  9.9  NW   N      SWELL 11.3 318
2024 11 24 19 46  2.2  2.0 13.3  0.8  9.9  NW   N      SWELL 11.8 325
2024 11 24 19 16  1.9  1.8 12.5  0.7  9.9 NNW   N      SWELL 11.5 332
2024 11 24 18 46  2.0  1.9 12.5  0.7  9.9 NNW   N      SWELL 11.6 337
2024 11 24 18 16  1.7  1.6 14.3  0.7  9.1  NW   N      SWELL 11.2 324
2024 11 24 17 46  1.9  1.8 14.3  0.8  9.9  NW   N      SWELL 11.6 321
2024 11 24 17 16  1.8  1.6 13.3  0.8  9.9 NNW   N      SWELL 11.2 344
2024 11 24 16 46  1.9  1.7 13.3  0.8  9.9 NNW   N      SWELL 11.4 337
2024 11 24 16 16  2.2  2.0 13.3  0.8  9.9 NNW   N      SWELL 11.9 334
2024 11 24 15 46  2.0  1.8 12.5  0.8  9.9   N   N      SWELL 11.4 355
2024 11 24 15 16  1.9  1.8 13.3  0.8  9.9 NNW   N      SWELL 11.2 335
2024 11 24 14 46  1.8  1.6 13.3  0.9  9.1   N   N      SWELL 10.9 354
2024 11 24 14 16  1.8  1.6 13.3  0.8  9.9 NNW   N      SWELL 11.4 337
2024 11 24 13 46  2.1  1.9 13.3  0.9  9.9 NNW   N      SWELL 11.8 338
2024 11 24 13 16  2.0  1.9 14.3  0.8  9.1 NNW   N      SWELL 11.6 328
2024 11 24 12 46  1.8  1.6 13.3  0.8  9.9 NNW   N      SWELL 11.4 344
2024 11 24 12 16  2.1  1.9 13.3  0.9  9.9   N NNE      SWELL 11.5 351
2024 11 24 11 46  2.1  1.9 12.5  0.9  9.9   N   N      SWELL 11.5 352
2024 11 24 11 16  1.8  1.6 14.3  0.8  9.9 NNW NNE      SWELL 11.4 345
2024 11 24 10 46  1.9  1.7 13.3  0.8  9.9 NNW   N      SWELL 11.5 347
2024 11 24 10 16  1.9  1.7 14.3  0.8  9.9  NW   N      SWELL 11.5 324
2024 11 24 09 46  1.9  1.8 12.5  0.7  9.9   N   N      SWELL 11.6 359
2024 11 24 09 16  1.8  1.6 13.3  0.8  9.9 NNW   N      SWELL 11.5 347
2024 11 24 08 46  1.9  1.7 13.3  0.9  9.9   N   N      SWELL 11.3   5
2024 11 24 08 16  1.8  1.7 13.3  0.8  9.9   N   N      SWELL 11.5   1
2024 11 24 07 46  1.8  1.6 14.3  0.9  9.9   N   N      SWELL 11.2 349
2024 11 24 07 16  1.9  1.7 13.3  0.8  9.9 NNE   N      SWELL 11.3  12
2024 11 24 06 46  1.9  1.7 14.3  0.8  9.9 NNW   N      SWELL 11.3 338
2024 11 24 06 16  1.8  1.7 11.8  0.7  9.9   N   N      SWELL 11.2 358
2024 11 24 05 46  1.8  1.7 13.3  0.8  9.1 NNW   N      SWELL 11.1 344
2024 11 24 05 16  1.8  1.6 13.3  0.8  9.9 NNE   N      SWELL 10.6  15
2024 11 24 04 46  1.8  1.5 14.3  0.9  9.9   N   N      SWELL 10.8 354
2024 11 24 04 16  1.6  1.4 13.3  0.8  9.9   N   N      SWELL 10.5  10
2024 11 24 03 46  1.8  1.6 13.3  0.9  9.9 NNE   N      SWELL 10.8  13
2024 11 24 03 16  1.5  1.2 13.3  0.8  9.1   N   N      SWELL 10.2   2
2024 11 24 02 46  1.6  1.4 14.3  0.8  9.1   N   N      SWELL 10.3 358
2024 11 24 02 16  1.7  1.5 13.3  0.8  9.9 NNE NNE      SWELL 10.8  23
2024 11 24 01 46  1.7  1.4 14.3  0.9  9.9   N NNE      SWELL 10.8   6
2024 11 24 01 16  1.7  1.5 14.3  0.8  9.1   N   N      SWELL 10.8  10
2024 11 24 00 46  1.7  1.6 14.3  0.8  9.1   N   N      SWELL 10.9 349
2024 11 24 00 16  1.8  1.5 14.3  1.0  9.9   N NNE      SWELL 10.6   8
2024 11 23 23 46  1.7  1.4 14.3  0.9  9.9   N NNW      SWELL 10.6   9
2024 11 23 23 16  1.6  1.4 14.3  0.9  9.9   N   N      SWELL 10.6  10
2024 11 23 22 46  1.9  1.7 14.3  1.0  9.9   N   N      SWELL 11.1   2
2024 11 23 22 16  1.6  1.3 15.4  0.9  9.9   N   N      SWELL 10.5 358
2024 11 23 21 46  1.7  1.5 14.3  0.9  9.9 NNE   N      SWELL 10.8  12
2024 11 23 21 16  1.7  1.4 14.3  0.9  9.9 NNE   N      SWELL 10.8  15
2024 11 23 20 46  1.6  1.4 15.4  0.9  9.9 NNE   N      SWELL 10.8  20
2024 11 23 20 16  1.6  1.3 15.4  0.9  9.9   N   N      SWELL 10.7   3
2024 11 23 19 46  1.4  1.1 15.4  0.9  9.9 NNE   N      SWELL  9.8  30
2024 11 23 19 16  1.5  1.2 15.4  0.9  9.1 NNE   N      SWELL 10.0  12
2024 11 23 18 46  1.3  1.1 15.4  0.8  9.9 NNE NNW      SWELL 10.0  15
2024 11 23 18 16  1.4  1.1 10.5  0.9  9.9   N   N      SWELL  9.8   3
2024 11 23 17 46  1.4  1.0 11.1  0.9  9.9   N   N      SWELL  9.5  10
2024 11 23 17 16  1.5  1.2 10.5  0.9  9.9   N   N      SWELL 10.0   2
2024 11 23 16 46  1.5  1.3 11.8  0.9  9.1   N NNE      SWELL 10.1  10
2024 11 23 16 16  1.5  1.2 15.4  0.9  9.9 NNE   N      SWELL 10.2  13
2024 11 23 15 46  1.6  1.3 11.1  0.9  9.9   N   N      SWELL 10.2   3
2024 11 23 15 16  1.6  1.3 12.5  1.0  9.1   N   N      SWELL 10.1   3
2024 11 23 14 46  1.6  1.4 10.5  1.0  9.9   N   N      SWELL 10.3   3
2024 11 23 14 16  1.7  1.4 10.5  1.0  9.9   N   N      SWELL 10.1   5
2024 11 23 13 46  1.7  1.4 12.5  1.0  9.9   N   N      SWELL 10.1   8
2024 11 23 12 46  1.6  1.3 11.8  0.9  9.1   N   N      SWELL 10.2   8
2024 11 23 12 16  1.8  1.5 11.8  1.0  9.1   N   N      SWELL 10.3   6
2024 11 23 11 46  1.8  1.5 11.8  1.0  9.9   N   N      SWELL 10.2   3
2024 11 23 11 16  1.8  1.5 12.5  1.0  9.9   N   N      SWELL 10.2   8
2024 11 23 10 46  1.8  1.5 11.8  1.0  9.9   N   N      SWELL 10.3   6
2024 11 23 10 16  1.7  1.4 12.5  1.0  9.9   N   N      SWELL 10.2   9
2024 11 23 09 46  1.7  1.4 11.1  0.9  9.9   N   N      SWELL 10.1   5
2024 11 23 09 16  1.6  1.3 12.5  1.0  9.9   N   N      SWELL  9.9   3
2024 11 23 08 46  1.8  1.5 12.5  1.0  9.9   N   N      SWELL 10.2   8
2024 11 23 08 16  1.6  1.3 11.8  1.1  9.9   N NNW      SWELL  9.8   6
2024 11 23 07 46  1.8  1.4 12.5  1.1  9.9   N NNW      SWELL  9.9   6
2024 11 23 07 16  1.7  1.4 11.8  1.1  9.1   N   N      SWELL  9.8 358
2024 11 23 06 46  1.8  1.6 12.5  1.0  9.9   N   N      SWELL 10.3 359
2024 11 23 06 16  1.6  1.2 11.8  1.0  9.9   N NNW      SWELL  9.6   5
2024 11 23 05 46  1.6  1.2 12.5  1.0  9.9   N   N      SWELL  9.7  10
2024 11 23 05 16  1.5  1.2 10.5  1.0  9.9   N   N      SWELL  9.2 358
2024 11 23 04 46  1.6  1.3 12.5  1.0  9.9   N NNW      SWELL  9.7   3
2024 11 23 04 16  1.4  1.1 11.1  1.0  9.9   N NNW      SWELL  9.1   2
2024 11 23 03 46  1.6  1.3 11.1  1.0  9.9   N NNW      SWELL  9.5   2
2024 11 23 03 16  1.6  1.3 12.5  0.9  9.1   N   N      SWELL  9.6   1
2024 11 23 02 46  1.4  1.1 11.1  0.9  9.1   N   N      SWELL  9.1 359
2024 11 23 02 16  1.4  1.0 10.5  1.1  9.9   N NNW    AVERAGE  9.1 347
2024 11 23 01 46  1.5  1.2 12.5  0.9  9.9   N   N      SWELL  9.3   8
2024 11 23 01 16  1.5  1.2 11.8  0.9  9.1   N NNW      SWELL  9.4 358
2024 11 23 00 46  1.6  1.3 12.5  0.8  9.9   N   N      SWELL  9.7   3
2024 11 23 00 16  1.6  1.3 10.5  1.0  9.9 NNW NNW      SWELL  9.3 347
2024 11 22 23 46  1.6  1.4 11.1  0.9  9.9   N  NW      SWELL  9.7 356
2024 11 22 23 16  1.5  1.2 10.5  0.9  9.9 NNW   N      SWELL  9.3 339
2024 11 22 22 46  1.5  1.2 10.5  1.0  9.9   N   N      SWELL  9.3 351
2024 11 22 22 16  1.2  1.0 11.8  0.8  9.9   N NNW      SWELL  8.8   9
2024 11 22 21 46  1.5  1.3 11.1  0.8  9.9   N   N      SWELL  9.3 356
2024 11 22 21 16  1.5  1.3 11.8  0.8  9.9   N NNW      SWELL  9.2   5
2024 11 22 20 46  1.4  1.1 11.1  0.8  9.9   N   N      SWELL  9.0   8
2024 11 22 20 16  1.4  1.1 11.8  0.9  9.9   N   N      SWELL  9.1 358
2024 11 22 19 46  1.4  1.2 12.5  0.8  9.9   N NNW      SWELL  9.6   8
2024 11 22 19 16  1.4  1.2 12.5  0.8  9.9 NNE   N      SWELL  9.3  19
2024 11 22 18 46  1.3  1.1 12.5  0.8  9.9   N   N      SWELL  9.0  10
2024 11 22 18 16  1.4  1.2 11.8  0.8  9.9 NNE   N      SWELL  9.4  12
2024 11 22 17 46  1.4  1.2 12.5  0.8  9.9   N NNW      SWELL  9.5   9
2024 11 22 17 16  1.4  1.1 13.3  0.8  9.9   N NNW      SWELL  9.2   8
2024 11 22 16 46  1.4  1.2 11.1  0.7  9.9   N NNW      SWELL  9.2 356
2024 11 22 16 16  1.4  1.2 11.1  0.8  9.9 NNW NNW      SWELL  9.2 344
2024 11 22 15 46  1.4  1.2 11.1  0.7  9.9   N   N      SWELL  9.2 349
2024 11 22 15 16  1.1  0.9 11.1  0.8  9.9 NNW NNW      SWELL  8.1 347
2024 11 22 14 46  1.3  1.1 11.8  0.8  9.9 NNW NNW      SWELL  8.7 345
2024 11 22 14 16  1.1  0.9 13.3  0.7  9.9   N NNW      SWELL  8.3   8
2024 11 22 13 46  1.2  1.0 13.3  0.7  9.9   N NNW      SWELL  9.1   3
2024 11 22 13 16  1.2  1.1 11.1  0.7  9.9 NNW NNE      SWELL  9.3 334
2024 11 22 12 46  1.0  0.8 13.3  0.6  9.9   N NNW      SWELL  8.4   8
2024 11 22 12 16  1.2  0.9 12.5  0.7  9.9   N   N      SWELL  8.8   3
2024 11 22 11 46  1.1  0.9 11.8  0.6  9.9   N   N      SWELL  8.4 351
2024 11 22 10 46  1.1  0.8 12.5  0.7  9.9   N   N      SWELL  7.6   3
2024 11 22 10 16  1.2  1.0 12.5  0.7  9.9   N   N      SWELL  8.1 352
2024 11 22 09 46  1.2  1.0 12.5  0.7  9.9 NNW NNW      SWELL  8.1 334
2024 11 22 09 16  1.2  1.0 11.8  0.7  9.9 NNW NNW      SWELL  8.2 328
2024 11 22 08 46  1.1  0.9 11.8  0.7  9.9 NNW   N      SWELL  8.0 330
2024 11 22 08 16  1.1  0.8 11.1  0.7  7.7  NW NNE      SWELL  7.8 325
2024 11 22 07 46  1.1  0.9 11.8  0.7  9.9  NW   N      SWELL  7.4 324
2024 11 22 06 46  1.1  0.8 12.5  0.8  7.1  NW NNE      SWELL  6.9 310
2024 11 22 06 16  1.1  0.8 11.8  0.8  9.9  NW NNW      SWELL  6.7 318
2024 11 22 05 46  1.1  0.8 12.5  0.8  9.9 NNW   N      SWELL  7.2 330
2024 11 22 05 16  1.1  0.9 11.8  0.8  8.3  NW NNE      SWELL  7.3 321
2024 11 22 04 46  1.1  0.8 11.8  0.8  7.7  NW  NE      SWELL  7.0 316
2024 11 22 04 16  1.1  0.7 12.5  0.8  9.9 NNW   N    AVERAGE  6.7 327
2024 11 22 03 46  1.1  0.8 12.5  0.8  7.7  NW NNE      SWELL  6.4 310
2024 11 22 03 16  1.1  0.7 12.5  0.8  7.7  NW  NE    AVERAGE  6.1 324
2024 11 22 02 46  1.2  0.8 12.5  0.9  7.7  NW  NE    AVERAGE  6.5 313
2024 11 22 02 16  1.2  0.8 12.5  0.9  7.7 NNW NNE    AVERAGE  6.3 331
2024 11 22 01 46  1.2  0.8 12.5  0.9  9.9  NW   N    AVERAGE  6.2 324
2024 11 22 01 16  1.2  0.8 12.5  0.9  4.3  NW  NE    AVERAGE  6.0 323
2024 11 22 00 46  1.2  0.9 11.8  0.9  8.3  NW NNE      SWELL  6.4 318
2024 11 22 00 16  1.2  0.9 11.8  0.9  7.7  NW NNE      SWELL  6.2 325
2024 11 21 23 46  1.2  0.8 11.8  0.8  7.7  NW NNE      SWELL  6.2 321
2024 11 21 23 16  1.1  0.7 12.5  0.9  7.7  NW  NE    AVERAGE  5.8 320
2024 11 21 22 46  1.1  0.7 12.5  0.9  8.3  NW NNE    AVERAGE  6.1 324
2024 11 21 22 16  1.1  0.8 12.5  0.8  7.1 NNW NNE      SWELL  6.2 335
2024 11 21 21 46  1.3  0.9 12.5  0.9  7.7  NW  NE      SWELL  6.7 321
2024 11 21 21 16  1.2  0.8 13.3  0.9  7.7  NW NNE    AVERAGE  6.1 317
2024 11 21 20 46  1.1  0.6 13.3  0.9  8.3  NW NNE    AVERAGE  5.6 317
2024 11 21 20 16  1.1  0.8 12.5  0.8  7.7  NW  NE      SWELL  6.2 310
2024 11 21 19 46  1.1  0.7 12.5  0.9  7.7 NNW  NE    AVERAGE  5.8 327
2024 11 21 19 16  1.1  0.8 12.5  0.8  7.7  NW NNE      SWELL  6.2 307
2024 11 21 18 46  1.2  0.8 12.5  0.8  7.7  NW  NE      SWELL  6.6 314
2024 11 21 18 16  1.1  0.7 13.3  0.8  7.1  NW  NE    AVERAGE  6.5 321
2024 11 21 17 46  1.1  0.7 12.5  0.8  8.3 NNW NNE    AVERAGE  7.0 327
2024 11 21 17 16  1.0  0.7 12.5  0.8  7.1  NW NNE    AVERAGE  7.0 320
2024 11 21 16 46  1.1  0.8 12.5  0.8  9.9  NW   N      SWELL  7.8 323
2024 11 21 16 16  1.0  0.7 12.5  0.8  8.3 NNW NNE    AVERAGE  7.1 341
2024 11 21 15 46  1.0  0.7 13.3  0.8  9.1  NW  NE    AVERAGE  6.8 324
2024 11 21 15 16  1.1  0.6 12.5  0.8  9.9 NNW   N    AVERAGE  6.9 338
2024 11 21 14 46  1.1  0.7 12.5  0.8  5.6 NNW  NE    AVERAGE  6.9 334
2024 11 21 14 16  1.2  0.8 13.3  0.9  7.7 NNW  NE    AVERAGE  7.0 331
2024 11 21 13 46  1.0  0.6 12.5  0.8  9.1  NW NNE    AVERAGE  6.5 320
2024 11 21 13 16  1.1  0.6 13.3  0.9  7.1  NW NNE    AVERAGE  6.2 325
2024 11 21 12 46  1.1  0.6 13.3  0.9  7.7 NNW  NE    AVERAGE  6.5 335
2024 11 21 12 16  1.1  0.6 13.3  0.9  9.9 NNW   N    AVERAGE  6.4 334
2024 11 21 11 46  1.0  0.5 13.3  0.9  7.1 NNW NNE    AVERAGE  6.1 337
2024 11 21 11 16  1.0  0.5 13.3  0.9  8.3  NW  NE    AVERAGE  5.8 320
2024 11 21 10 46  1.0  0.5 13.3  0.9  9.1  NW  NE    AVERAGE  5.7 324
2024 11 21 10 16  1.1  0.5 13.3  0.9  5.0 NNW  NE    AVERAGE  5.7 332
2024 11 21 09 46  1.0  0.5 13.3  0.9  7.7 NNW  NE    AVERAGE  5.7 341
2024 11 21 09 16  1.2  0.6 14.3  1.0  4.8  NW  NE    AVERAGE  6.0 321
2024 11 21 08 46  1.1  0.5 13.3  1.0  8.3 NNW  NE    AVERAGE  5.7 335
2024 11 21 08 16  1.1  0.5 14.3  1.0  8.3 NNW  NE    AVERAGE  5.5 327
2024 11 21 07 46  1.1  0.5 14.3  1.0  7.7  NW NNE    AVERAGE  5.8 311
2024 11 21 07 16  1.1  0.5 14.3  0.9  7.7  NW NNE    AVERAGE  5.6 314
2024 11 21 06 46  1.1  0.5 14.3  1.0  7.7  NW  NE    AVERAGE  5.5 324
2024 11 21 06 16  1.1  0.5 14.3  1.0  7.7  NW  NE    AVERAGE  5.5 314
2024 11 21 05 46  1.0  0.5 14.3  0.9  9.9  NW   N    AVERAGE  5.6 321
2024 11 21 05 16  1.1  0.6 14.3  0.9  8.3  NW  NE    AVERAGE  6.1 307
2024 11 21 04 46  1.0  0.4 14.3  0.9  9.1  NW  NE    AVERAGE  5.2 320
2024 11 21 04 16  1.0  0.4 14.3  0.9  8.3 WNW  NE    AVERAGE  5.2 297
2024 11 21 03 46  1.1  0.4 15.4  1.0  7.7  NW NNE    AVERAGE  5.3  33
